127.0.0.1 - - [06/Dec/2023:12:58:16 -0300] "GET / HTTP/1.1" 404 748
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:23:59 -0300] "GET /arcoiris/css/jquery-ui.css HTTP/1.1" 200 38269
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:23:59 -0300] "GET /arcoiris/js/loan.js HTTP/1.1" 200 2707
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:23:59 -0300] "GET /arcoiris/imgs/menu.png HTTP/1.1" 200 8076
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:23:59 -0300] "GET /arcoiris/js/jquery-ui.js HTTP/1.1" 200 548220
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:23:59 -0300] "GET /arcoiris/rest/user/getAllUsers HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:23:59 -0300] "GET /arcoiris/pages/admin/loan.html HTTP/1.1" 200 1881
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:23:59 -0300] "GET /arcoiris/css/admin.css HTTP/1.1" 200 439
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:23:59 -0300] "GET /arcoiris/css/jquery-ui.css HTTP/1.1" 200 38269
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:23:59 -0300] "GET /arcoiris/js/loan.js HTTP/1.1" 200 2707
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:23:59 -0300] "GET /arcoiris/imgs/menu.png HTTP/1.1" 200 8076
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:23:59 -0300] "GET /arcoiris/js/jquery-ui.js HTTP/1.1" 200 548220
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:00 -0300] "GET /arcoiris/rest/user/getAllUsers HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:00 -0300] "GET /arcoiris/pages/admin/loan.html HTTP/1.1" 200 1881
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:00 -0300] "GET /arcoiris/css/admin.css HTTP/1.1" 200 439
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:00 -0300] "GET /arcoiris/css/jquery-ui.css HTTP/1.1" 200 38269
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:00 -0300] "GET /arcoiris/js/loan.js HTTP/1.1" 200 2707
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:00 -0300] "GET /arcoiris/imgs/menu.png HTTP/1.1" 200 8076
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:00 -0300] "GET /arcoiris/js/jquery-ui.js HTTP/1.1" 200 548220
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:00 -0300] "GET /arcoiris/rest/user/getAllUsers HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:01 -0300] "GET /arcoiris/pages/admin/loan.html HTTP/1.1" 200 1881
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:01 -0300] "GET /arcoiris/css/admin.css HTTP/1.1" 200 439
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:01 -0300] "GET /arcoiris/css/jquery-ui.css HTTP/1.1" 200 38269
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:01 -0300] "GET /arcoiris/js/loan.js HTTP/1.1" 200 2707
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:01 -0300] "GET /arcoiris/js/jquery-ui.js HTTP/1.1" 200 548220
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:01 -0300] "GET /arcoiris/imgs/menu.png HTTP/1.1" 200 8076
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:01 -0300] "GET /arcoiris/rest/user/getAllUsers HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:01 -0300] "GET /arcoiris/pages/admin/loan.html HTTP/1.1" 200 1881
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:01 -0300] "GET /arcoiris/css/admin.css HTTP/1.1" 200 439
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:01 -0300] "GET /arcoiris/css/jquery-ui.css HTTP/1.1" 200 38269
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:01 -0300] "GET /arcoiris/js/loan.js HTTP/1.1" 200 2707
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:01 -0300] "GET /arcoiris/imgs/menu.png HTTP/1.1" 200 8076
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:01 -0300] "GET /arcoiris/js/jquery-ui.js HTTP/1.1" 200 548220
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:02 -0300] "GET /arcoiris/rest/user/getAllUsers HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:02 -0300] "GET /arcoiris/pages/admin/loan.html HTTP/1.1" 200 1881
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:02 -0300] "GET /arcoiris/css/admin.css HTTP/1.1" 200 439
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:02 -0300] "GET /arcoiris/css/jquery-ui.css HTTP/1.1" 200 38269
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:02 -0300] "GET /arcoiris/js/loan.js HTTP/1.1" 200 2707
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:02 -0300] "GET /arcoiris/imgs/menu.png HTTP/1.1" 200 8076
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:02 -0300] "GET /arcoiris/js/jquery-ui.js HTTP/1.1" 200 548220
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:03 -0300] "GET /arcoiris/rest/user/getAllUsers HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:03 -0300] "GET /arcoiris/pages/admin/loan.html HTTP/1.1" 200 1881
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:03 -0300] "GET /arcoiris/css/admin.css HTTP/1.1" 200 439
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:03 -0300] "GET /arcoiris/css/jquery-ui.css HTTP/1.1" 200 38269
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:03 -0300] "GET /arcoiris/js/loan.js HTTP/1.1" 200 2707
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:03 -0300] "GET /arcoiris/imgs/menu.png HTTP/1.1" 200 8076
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:03 -0300] "GET /arcoiris/js/jquery-ui.js HTTP/1.1" 200 548220
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:03 -0300] "GET /arcoiris/rest/user/getAllUsers HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:04 -0300] "GET /arcoiris/pages/admin/loan.html HTTP/1.1" 200 1881
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:04 -0300] "GET /arcoiris/css/admin.css HTTP/1.1" 200 439
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:04 -0300] "GET /arcoiris/js/loan.js HTTP/1.1" 200 2707
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:04 -0300] "GET /arcoiris/imgs/menu.png HTTP/1.1" 200 8076
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:04 -0300] "GET /arcoiris/css/jquery-ui.css HTTP/1.1" 200 38269
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:04 -0300] "GET /arcoiris/js/jquery-ui.js HTTP/1.1" 200 548220
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:04 -0300] "GET /arcoiris/rest/user/getAllUsers HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:08 -0300] "GET /arcoiris/pages/admin/loan.html HTTP/1.1" 200 1881
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:08 -0300] "GET /arcoiris/css/admin.css HTTP/1.1" 200 439
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:08 -0300] "GET /arcoiris/css/jquery-ui.css HTTP/1.1" 200 38269
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:08 -0300] "GET /arcoiris/js/loan.js HTTP/1.1" 200 2707
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:08 -0300] "GET /arcoiris/imgs/menu.png HTTP/1.1" 200 8076
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:08 -0300] "GET /arcoiris/js/jquery-ui.js HTTP/1.1" 200 548220
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:08 -0300] "GET /arcoiris/rest/user/getAllUsers HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:40 -0300] "GET /arcoiris/pages/admin/loan.html HTTP/1.1" 200 1881
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:40 -0300] "GET /arcoiris/css/admin.css HTTP/1.1" 200 439
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:40 -0300] "GET /arcoiris/css/jquery-ui.css HTTP/1.1" 200 38269
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:40 -0300] "GET /arcoiris/imgs/menu.png HTTP/1.1" 200 8076
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:40 -0300] "GET /arcoiris/js/loan.js HTTP/1.1" 200 2639
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:40 -0300] "GET /arcoiris/js/jquery-ui.js HTTP/1.1" 200 548220
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:40 -0300] "GET /arcoiris/rest/user/getAllUsers HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:41 -0300] "GET /arcoiris/pages/admin/loan.html HTTP/1.1" 200 1881
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:41 -0300] "GET /arcoiris/css/admin.css HTTP/1.1" 200 439
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:41 -0300] "GET /arcoiris/css/jquery-ui.css HTTP/1.1" 200 38269
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:41 -0300] "GET /arcoiris/js/loan.js HTTP/1.1" 200 2639
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:41 -0300] "GET /arcoiris/imgs/menu.png HTTP/1.1" 200 8076
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:41 -0300] "GET /arcoiris/js/jquery-ui.js HTTP/1.1" 200 548220
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:41 -0300] "GET /arcoiris/rest/user/getAllUsers HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:42 -0300] "GET /arcoiris/pages/admin/loan.html HTTP/1.1" 200 1881
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:42 -0300] "GET /arcoiris/css/admin.css HTTP/1.1" 200 439
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:42 -0300] "GET /arcoiris/css/jquery-ui.css HTTP/1.1" 200 38269
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:42 -0300] "GET /arcoiris/js/loan.js HTTP/1.1" 200 2639
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:42 -0300] "GET /arcoiris/imgs/menu.png HTTP/1.1" 200 8076
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:42 -0300] "GET /arcoiris/js/jquery-ui.js HTTP/1.1" 200 548220
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:42 -0300] "GET /arcoiris/pages/admin/loan.html HTTP/1.1" 200 1881
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:42 -0300] "GET /arcoiris/css/admin.css HTTP/1.1" 200 439
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:42 -0300] "GET /arcoiris/css/jquery-ui.css HTTP/1.1" 200 38269
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:42 -0300] "GET /arcoiris/js/loan.js HTTP/1.1" 200 2639
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:42 -0300] "GET /arcoiris/imgs/menu.png HTTP/1.1" 200 8076
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:42 -0300] "GET /arcoiris/js/jquery-ui.js HTTP/1.1" 200 548220
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:43 -0300] "GET /arcoiris/rest/user/getAllUsers HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:43 -0300] "GET /arcoiris/pages/admin/loan.html HTTP/1.1" 200 1881
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:43 -0300] "GET /arcoiris/css/admin.css HTTP/1.1" 200 439
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:43 -0300] "GET /arcoiris/css/jquery-ui.css HTTP/1.1" 200 38269
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:43 -0300] "GET /arcoiris/js/loan.js HTTP/1.1" 200 2639
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:43 -0300] "GET /arcoiris/imgs/menu.png HTTP/1.1" 200 8076
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:43 -0300] "GET /arcoiris/js/jquery-ui.js HTTP/1.1" 200 548220
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:43 -0300] "GET /arcoiris/rest/user/getAllUsers HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:44 -0300] "GET /arcoiris/pages/admin/loan.html HTTP/1.1" 200 1881
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:44 -0300] "GET /arcoiris/css/admin.css HTTP/1.1" 200 439
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:44 -0300] "GET /arcoiris/css/jquery-ui.css HTTP/1.1" 200 38269
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:44 -0300] "GET /arcoiris/js/loan.js HTTP/1.1" 200 2639
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:44 -0300] "GET /arcoiris/imgs/menu.png HTTP/1.1" 200 8076
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:44 -0300] "GET /arcoiris/js/jquery-ui.js HTTP/1.1" 200 548220
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:24:44 -0300] "GET /arcoiris/rest/user/getAllUsers HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:25:09 -0300] "GET /arcoiris/pages/admin/loan.html HTTP/1.1" 200 1881
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:25:09 -0300] "GET /arcoiris/css/admin.css HTTP/1.1" 200 439
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:25:09 -0300] "GET /arcoiris/css/jquery-ui.css HTTP/1.1" 200 38269
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:25:09 -0300] "GET /arcoiris/js/loan.js HTTP/1.1" 200 2639
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:25:09 -0300] "GET /arcoiris/imgs/menu.png HTTP/1.1" 200 8076
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:25:09 -0300] "GET /arcoiris/js/jquery-ui.js HTTP/1.1" 200 548220
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:25:09 -0300] "GET /arcoiris/rest/user/getAllUsers HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:27:21 -0300] "GET /arcoiris/pages/admin/loan.html HTTP/1.1" 200 1794
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:27:21 -0300] "GET /arcoiris/css/jquery-ui.css HTTP/1.1" 200 38269
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:27:21 -0300] "GET /arcoiris/css/admin.css HTTP/1.1" 200 439
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:27:21 -0300] "GET /arcoiris/js/jquery-ui.js HTTP/1.1" 200 548220
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:27:21 -0300] "GET /arcoiris/js/loan.js HTTP/1.1" 200 2666
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:27:21 -0300] "GET /arcoiris/imgs/menu.png HTTP/1.1" 200 8076
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:27:25 -0300] "GET /arcoiris/rest/user/getAllUsers HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:27:40 -0300] "GET /arcoiris/pages/admin/loan.html HTTP/1.1" 200 1794
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:27:40 -0300] "GET /arcoiris/js/loan.js HTTP/1.1" 200 2666
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:27:40 -0300] "GET /arcoiris/js/jquery-ui.js HTTP/1.1" 200 548220
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:27:40 -0300] "GET /arcoiris/css/admin.css HTTP/1.1" 200 439
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:27:41 -0300] "GET /arcoiris/css/jquery-ui.css HTTP/1.1" 200 38269
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:27:41 -0300] "GET /arcoiris/imgs/menu.png HTTP/1.1" 200 8076
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:27:41 -0300] "GET /arcoiris/rest/user/getAllUsers HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:29:15 -0300] "GET /arcoiris/pages/admin/loan.html HTTP/1.1" 200 1794
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:29:15 -0300] "GET /arcoiris/css/admin.css HTTP/1.1" 200 439
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:29:15 -0300] "GET /arcoiris/css/jquery-ui.css HTTP/1.1" 200 38269
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:29:15 -0300] "GET /arcoiris/imgs/menu.png HTTP/1.1" 200 8076
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:29:15 -0300] "GET /arcoiris/js/jquery-ui.js HTTP/1.1" 200 548220
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:29:16 -0300] "GET /arcoiris/js/loan.js HTTP/1.1" 200 2698
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:29:16 -0300] "GET /arcoiris/rest/user/getAllUsers HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:29:18 -0300] "GET /arcoiris/pages/admin/loan.html HTTP/1.1" 200 1794
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:29:18 -0300] "GET /arcoiris/css/admin.css HTTP/1.1" 200 439
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:29:18 -0300] "GET /arcoiris/css/jquery-ui.css HTTP/1.1" 200 38269
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:29:18 -0300] "GET /arcoiris/js/loan.js HTTP/1.1" 200 2698
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:29:18 -0300] "GET /arcoiris/imgs/menu.png HTTP/1.1" 200 8076
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:29:18 -0300] "GET /arcoiris/js/jquery-ui.js HTTP/1.1" 200 548220
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:29:18 -0300] "GET /arcoiris/rest/user/getAllUsers HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:29:23 -0300] "GET /arcoiris/pages/admin/loan.html HTTP/1.1" 200 1794
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:29:23 -0300] "GET /arcoiris/css/admin.css HTTP/1.1" 200 439
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:29:23 -0300] "GET /arcoiris/css/jquery-ui.css HTTP/1.1" 200 38269
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:29:23 -0300] "GET /arcoiris/imgs/menu.png HTTP/1.1" 200 8076
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:29:23 -0300] "GET /arcoiris/js/loan.js HTTP/1.1" 200 2688
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:29:23 -0300] "GET /arcoiris/js/jquery-ui.js HTTP/1.1" 200 548220
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:29:23 -0300] "GET /arcoiris/rest/user/getAllUsers HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:29:27 -0300] "GET /arcoiris/pages/admin/loan.html HTTP/1.1" 200 1794
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:29:27 -0300] "GET /arcoiris/css/admin.css HTTP/1.1" 200 439
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:29:27 -0300] "GET /arcoiris/css/jquery-ui.css HTTP/1.1" 200 38269
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:29:27 -0300] "GET /arcoiris/js/loan.js HTTP/1.1" 200 2688
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:29:27 -0300] "GET /arcoiris/imgs/menu.png HTTP/1.1" 200 8076
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:29:27 -0300] "GET /arcoiris/js/jquery-ui.js HTTP/1.1" 200 548220
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:29:27 -0300] "GET /arcoiris/rest/user/getAllUsers HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:32:29 -0300] "GET /arcoiris/pages/admin/loan.html HTTP/1.1" 200 1794
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:32:29 -0300] "GET /arcoiris/css/admin.css HTTP/1.1" 200 439
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:32:29 -0300] "GET /arcoiris/css/jquery-ui.css HTTP/1.1" 200 38269
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:32:29 -0300] "GET /arcoiris/imgs/menu.png HTTP/1.1" 200 8076
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:32:29 -0300] "GET /arcoiris/js/loan.js HTTP/1.1" 200 2709
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:32:29 -0300] "GET /arcoiris/js/jquery-ui.js HTTP/1.1" 200 548220
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:32:29 -0300] "GET /arcoiris/rest/user/getAllUsers HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:32:31 -0300] "GET /arcoiris/pages/admin/loan.html HTTP/1.1" 200 1794
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:32:31 -0300] "GET /arcoiris/css/admin.css HTTP/1.1" 200 439
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:32:31 -0300] "GET /arcoiris/css/jquery-ui.css HTTP/1.1" 200 38269
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:32:31 -0300] "GET /arcoiris/js/loan.js HTTP/1.1" 200 2709
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:32:31 -0300] "GET /arcoiris/imgs/menu.png HTTP/1.1" 200 8076
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:32:31 -0300] "GET /arcoiris/js/jquery-ui.js HTTP/1.1" 200 548220
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:32:31 -0300] "GET /arcoiris/pages/admin/loan.html HTTP/1.1" 200 1794
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:32:31 -0300] "GET /arcoiris/css/admin.css HTTP/1.1" 200 439
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:32:31 -0300] "GET /arcoiris/css/jquery-ui.css HTTP/1.1" 200 38269
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:32:31 -0300] "GET /arcoiris/js/loan.js HTTP/1.1" 200 2709
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:32:31 -0300] "GET /arcoiris/imgs/menu.png HTTP/1.1" 200 8076
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:32:32 -0300] "GET /arcoiris/js/jquery-ui.js HTTP/1.1" 200 548220
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:32:32 -0300] "GET /arcoiris/rest/user/getAllUsers HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:32:34 -0300] "GET /arcoiris/pages/admin/loan.html HTTP/1.1" 200 1794
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:32:34 -0300] "GET /arcoiris/css/admin.css HTTP/1.1" 200 439
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:32:34 -0300] "GET /arcoiris/css/jquery-ui.css HTTP/1.1" 200 38269
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:32:34 -0300] "GET /arcoiris/js/loan.js HTTP/1.1" 200 2709
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:32:34 -0300] "GET /arcoiris/imgs/menu.png HTTP/1.1" 200 8076
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:32:34 -0300] "GET /arcoiris/js/jquery-ui.js HTTP/1.1" 200 548220
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:32:40 -0300] "GET /arcoiris/rest/user/getAllUsers HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:33:11 -0300] "GET /arcoiris/pages/admin/loan.html HTTP/1.1" 200 1794
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:33:11 -0300] "GET /arcoiris/css/admin.css HTTP/1.1" 200 439
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:33:11 -0300] "GET /arcoiris/css/jquery-ui.css HTTP/1.1" 200 38269
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:33:11 -0300] "GET /arcoiris/imgs/menu.png HTTP/1.1" 200 8076
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:33:11 -0300] "GET /arcoiris/js/jquery-ui.js HTTP/1.1" 200 548220
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:33:11 -0300] "GET /arcoiris/js/loan.js HTTP/1.1" 200 2636
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:33:11 -0300] "GET /arcoiris/rest/user/getAllUsers HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:33:12 -0300] "GET /arcoiris/pages/admin/loan.html HTTP/1.1" 200 1794
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:33:12 -0300] "GET /arcoiris/css/admin.css HTTP/1.1" 200 439
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:33:12 -0300] "GET /arcoiris/css/jquery-ui.css HTTP/1.1" 200 38269
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:33:12 -0300] "GET /arcoiris/js/loan.js HTTP/1.1" 200 2636
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:33:12 -0300] "GET /arcoiris/imgs/menu.png HTTP/1.1" 200 8076
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:33:12 -0300] "GET /arcoiris/js/jquery-ui.js HTTP/1.1" 200 548220
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:33:12 -0300] "GET /arcoiris/rest/user/getAllUsers HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:33:19 -0300] "GET /arcoiris/pages/admin/loan.html HTTP/1.1" 200 1882
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:33:19 -0300] "GET /arcoiris/css/admin.css HTTP/1.1" 200 439
0:0:0:0:0:0:0:1 - - [06/Dec/2023:14:33:19 -0300] "GET /arcoiris/css/jquery-ui.css HTTP/1.1" 200 38269
